id,adres_id,nazwa,imie,nazwisko,nip
5515,5515,,Brunon,Fularski,
5516,5516,,Sergiusz,Zygmuntowicz,
5517,5517,Olgierd Czikel z o.o.,Olgierd,Czikel,5079133406
5518,5518,Felicjan Seruga z o.o.,Felicjan,Seruga,1088947152
5519,5519,Walery Bryliński z o.o.,Walery,Bryliński,3225706575
5520,5520,,Jan,Leszczyński,
5521,5521,Emil Calewski z o.o.,Emil,Calewski,2053673286
5522,5522,,Stefan,Ruśkiewicz,
5523,5523,Edmund Karczewski z o.o.,Edmund,Karczewski,1612021558
5524,5524,Edward Kruszyński z o.o.,Edward,Kruszyński,1773076278
5525,5525,Adolf Skierski z o.o.,Adolf,Skierski,2129536276
5526,5526,,Alfons,Mączyński,
5527,5527,,Ernest,Łobza,
5528,5528,,Wacław,Dzierżykraj-Morawski,
5529,5529,,Maria,Taczak,
5530,5530,Walery Ginsbert z o.o.,Walery,Ginsbert,3510241585
5531,5531,Emilian Chełmoński z o.o.,Emilian,Chełmoński,3374081691
5532,5532,,Szczęsny,Weyde,
5533,5533,,Antoni,Skrzywanek,
5534,5534,Edwin Bisztyga z o.o.,Edwin,Bisztyga,4718933204
5535,5535,Henryk Brochwicz-Lewiński z o.o.,Henryk,Brochwicz-Lewiński,1263636525
5536,5536,,Juliusz,Barański,
5537,5537,Łucjan Rudnicki z o.o.,Łucjan,Rudnicki,6557779822
5538,5538,,Erwin,Hordt,
5539,5539,,Felicjan,Błędzki,
5540,5540,Teodor Gross z o.o.,Teodor,Gross,4470131833
5541,5541,,Erazm,Merwin,
5542,5542,,Narcyz,Welz,
5543,5543,Szczęsny Parfianowicz z o.o.,Szczęsny,Parfianowicz,5078807152
5544,5544,Rajmund Matuszek z o.o.,Rajmund,Matuszek,1960031452
5545,5545,Artur Strzelczyk z o.o.,Artur,Strzelczyk,2657965559
5546,5546,Włodzimierz Sykulski z o.o.,Włodzimierz,Sykulski,4541776836
5547,5547,Fryderyk Kleeberg z o.o.,Fryderyk,Kleeberg,8167619846
5548,5548,,Fuad,Dubiński,
5549,5549,Marceli Jarzębiński z o.o.,Marceli,Jarzębiński,3381632988
5550,5550,,Filip,Majewski,
5551,5551,,Henryk,Grot,
5552,5552,,Leon,Felsztyn,
5553,5553,Czesław Brzechwa-Ajdukiewicz z o.o.,Czesław,Brzechwa-Ajdukiewicz,1358820709
5554,5554,,Albert,Horoch,
5555,5555,,Jakub,Walczak,
5556,5556,Maria Jus z o.o.,Maria,Jus,2642173440
5557,5557,,Konstanty,Paszkiewicz,
5558,5558,,Ernest,Litwinowicz,
5559,5559,Brunon Bogusz z o.o.,Brunon,Bogusz,8874111997
5560,5560,,Romuald,Bujalski,
5561,5561,,Szymon,Kurnatowski,
5562,5562,,Feliks,Choiński-Dzieduszycki,
5563,5563,,Ernest,Orlik-Rückemann,
5564,5564,,Antoni,Procner,
5565,5565,Sylwester Mączyński z o.o.,Sylwester,Mączyński,3028868285
5566,5566,Edward Orlewicz z o.o.,Edward,Orlewicz,5580077456
5567,5567,,Walerian,Topór-Wąsowski,
5568,5568,Sylwester Bujnicki z o.o.,Sylwester,Bujnicki,3415730894
5569,5569,Stanisław Czapliński z o.o.,Stanisław,Czapliński,2103178993
5570,5570,Leonard Jasiński z o.o.,Leonard,Jasiński,4756599099
5571,5571,,Adam,Angerman,
5572,5572,,Ludomił,Badowski,
5573,5573,Andrzej Warmuzek z o.o.,Andrzej,Warmuzek,9272071941
5574,5574,Szczęsny Leśniak z o.o.,Szczęsny,Leśniak,5256461991
5575,5575,,Konrad,Wołkowicki,
5576,5576,Ryszard Lamers z o.o.,Ryszard,Lamers,1710098751
5577,5577,,Hipolit,Mroziński,
5578,5578,Wilhelm Szydłowski z o.o.,Wilhelm,Szydłowski,7660071699
5579,5579,,Wojciech,Jankowski,
5580,5580,,Ludomił,Adamski,
5581,5581,,Filip,Czernicki,
5582,5582,Piotr Fuchs z o.o.,Piotr,Fuchs,8106101686
5583,5583,Gerard Kasperlik z o.o.,Gerard,Kasperlik,1803566807
5584,5584,,Bazyli,Władyka,
5585,5585,,Henryk,Szafran,
5586,5586,,Ludwik,Mazurkiewicz,
5587,5587,,Emanuel,Ciemnołoński,
5588,5588,August Iwanowski z o.o.,August,Iwanowski,7804357553
5589,5589,Wiesław Wojtkielewicz z o.o.,Wiesław,Wojtkielewicz,3037875774
5590,5590,,Fuad,Płatek,
5591,5591,,Wojciech,Słabicki,
5592,5592,Zygfryd Szydłowski z o.o.,Zygfryd,Szydłowski,1522649942
5593,5593,,Edmund,Kościuk,
5594,5594,,Wilhelm,Iwanowski,
5595,5595,,Feliks,Dobiasz,
5596,5596,Herman Stempniewicz z o.o.,Herman,Stempniewicz,3692988894
5597,5597,Witold Kostecki z o.o.,Witold,Kostecki,1749043162
5598,5598,,Michał,Przeździecki,
5599,5599,,Andrzej,Grzmot-Skotnicki,
5600,5600,Tomasz Skoczylas z o.o.,Tomasz,Skoczylas,9217900331
5601,5601,,Erwin,Pohorecki,
5602,5602,Ludwik Przewłocki z o.o.,Ludwik,Przewłocki,7965050386
5603,5603,Anastazy Gorczyca z o.o.,Anastazy,Gorczyca,3296374767
5604,5604,,Jakub,Palczyński,
5605,5605,,Cezary,Ziętkiewicz,
5606,5606,,Alojzy,Drobik,
5607,5607,Gabriel Żongołłowicz z o.o.,Gabriel,Żongołłowicz,2522311287
5608,5608,Euzebiusz Węgrzyn z o.o.,Euzebiusz,Węgrzyn,5458755260
5609,5609,,Emanuel,Kotlarski,
5610,5610,,Chrystian,Bujalski,
5611,5611,Benedykt Bończa-Tomaszewski z o.o.,Benedykt,Bończa-Tomaszewski,9834917642
5612,5612,,Maksymilian,Dindorf-Ankowicz,
5613,5613,Korneliusz Wiącek z o.o.,Korneliusz,Wiącek,8628299181
5614,5614,Otton Herman z o.o.,Otton,Herman,5157208410
5615,5615,,Alfons,Urzędowski,
5616,5616,Alfred Lisowski z o.o.,Alfred,Lisowski,6509427069
5617,5617,Ludwik Spitzbarth z o.o.,Ludwik,Spitzbarth,7422896834
5618,5618,Edward Więckowski z o.o.,Edward,Więckowski,4817420916
5619,5619,,Marceli,Trzos,
5620,5620,Zenon Grzechowiak z o.o.,Zenon,Grzechowiak,5665264310
5621,5621,,Maksymilian,Marecki,
5622,5622,Filip Rosa z o.o.,Filip,Rosa,4222665115
5623,5623,Hugo Biernacki z o.o.,Hugo,Biernacki,1677833981
5624,5624,,Szymon,Ślaski,
5625,5625,Sergiusz Pełczyński z o.o.,Sergiusz,Pełczyński,2956775708
5626,5626,,Korneliusz,Borkowski,
5627,5627,,Włodzimierz,Bohomolec,
5628,5628,,Benedykt,Gościewicz,
5629,5629,,Emil,Chadaj,
5630,5630,,Jędrzej,Bielowicz,
5631,5631,,Tytus,Bratro,
5632,5632,Leonard Dobrowolski z o.o.,Leonard,Dobrowolski,3867763294
5633,5633,,Konrad,Oksza-Orzechowski,
5634,5634,Ferdynand Ekkert z o.o.,Ferdynand,Ekkert,9766639921
5635,5635,,Zdzisław,Calewski,
5636,5636,Lucjan Cząstka z o.o.,Lucjan,Cząstka,4495735695
5637,5637,,Chrystian,Kwaskowski,
5638,5638,Franciszek Chełmoński z o.o.,Franciszek,Chełmoński,4579584338
5639,5639,,Witold,Bursa,
5640,5640,,Bazyli,Grodzki,
5641,5641,Brunon Robakiewicz z o.o.,Brunon,Robakiewicz,9025895093
5642,5642,,Herman,Biestek,
5643,5643,Bertold Seruga z o.o.,Bertold,Seruga,9699371113
5644,5644,Edward Biegański z o.o.,Edward,Biegański,7693761034
5645,5645,Hipolit Bucior z o.o.,Hipolit,Bucior,6450376656
5646,5646,,Ottokar,Biskupski,
5647,5647,,Wincenty,Witczak-Witaczyński,
5648,5648,Bohdan Bańkowski z o.o.,Bohdan,Bańkowski,5397175338
5649,5649,Władysław Królikowski z o.o.,Władysław,Królikowski,8398928385
5650,5650,Bronisław Kosina z o.o.,Bronisław,Kosina,7019949391
5651,5651,,Modest,Bogusławski,
5652,5652,August Werschner z o.o.,August,Werschner,9947781099
5653,5653,Benedykt Hałaciński z o.o.,Benedykt,Hałaciński,9897388361
5654,5654,Felicjan Szklarek z o.o.,Felicjan,Szklarek,4633125344
5655,5655,Lucjan Łopatto z o.o.,Lucjan,Łopatto,4802203166
5656,5656,,Bohdan,Klimecki,
5657,5657,,Wiesław,Doskoczyński,
5658,5658,,Rajmund,Wiertelak,
5659,5659,Erwin Misiąg z o.o.,Erwin,Misiąg,9957964268
5660,5660,Wojciech Markiel z o.o.,Wojciech,Markiel,3547373833
5661,5661,,Felicjan,Englert,
5662,5662,,Alfred,Bowbelski,
5663,5663,Marcin Knapp z o.o.,Marcin,Knapp,2458905390
5664,5664,Alojzy Fischer-Drauenegg z o.o.,Alojzy,Fischer-Drauenegg,4490322500
5665,5665,,Walerian,Kaczkowski,
5666,5666,Alojzy Sochocki z o.o.,Alojzy,Sochocki,9273607800
5667,5667,,Apolinary,Biestek,
5668,5668,Zenon Szacki z o.o.,Zenon,Szacki,6383474043
5669,5669,Bohdan Kamiński z o.o.,Bohdan,Kamiński,3578394137
5670,5670,,Cezary,Załuska,
5671,5671,,Roman,Czendefu,
5672,5672,Marian Skałkowski z o.o.,Marian,Skałkowski,9854821446
5673,5673,,Plato,Bereza,
5674,5674,Zenon Fularski z o.o.,Zenon,Fularski,1214734478
5675,5675,Dobiesław Leśniak z o.o.,Dobiesław,Leśniak,4689765520
5676,5676,,Emilian,Bujalski,
5677,5677,Roman Bocheński z o.o.,Roman,Bocheński,1927193064
5678,5678,,Bertold,Rowecki,
5679,5679,Artur Sabliński z o.o.,Artur,Sabliński,2411325574
5680,5680,,Szymon,Kostecki,
5681,5681,,Herman,Wilczak,
5682,5682,,Zdzisław,Kurka,
5683,5683,Andrzej Rapszewicz z o.o.,Andrzej,Rapszewicz,5914877000
5684,5684,Romuald Strach z o.o.,Romuald,Strach,2914072837
5685,5685,Łucjan Łempicki z o.o.,Łucjan,Łempicki,8282812299
5686,5686,,Karol,Grodzki,
5687,5687,Janusz Zboiński z o.o.,Janusz,Zboiński,8463727480
5688,5688,,Bolesław,Wańkowicz,
5689,5689,,Jędrzej,Buczek,
5690,5690,,Tytus,Bernatowicz,
5691,5691,,Euzebiusz,Wrażej,
5692,5692,,Szczęsny,Maks,
5693,5693,,Hipolit,Brochwicz-Lewiński,
5694,5694,Teofil Biedermann z o.o.,Teofil,Biedermann,8338250396
5695,5695,,Zygfryd,Fischer-Drauenegg,
5696,5696,,Bruno,Mochnacki,
5697,5697,,Ottokar,Witorzeniec,
5698,5698,,Herman,Bartoszyński,
5699,5699,,Modest,Korzeniowski,
5700,5700,,Franciszek,Kraupa,
5701,5701,,Bohdan,Brożek,
5702,5702,,Iwo,Ciołkosz,
5703,5703,Justyn Zachert-Okrzanowski z o.o.,Justyn,Zachert-Okrzanowski,3524255887
5704,5704,Wilhelm Węgrzynowski z o.o.,Wilhelm,Węgrzynowski,6652166942
5705,5705,Romuald Hörl z o.o.,Romuald,Hörl,2899730196
5706,5706,Szymon Cząstka z o.o.,Szymon,Cząstka,2153533186
5707,5707,,Gwidon,Belof,
5708,5708,Leon Schramm z o.o.,Leon,Schramm,5898160601
5709,5709,Ottokar Baczkowski z o.o.,Ottokar,Baczkowski,5307755349
5710,5710,Heliodor Szlaszewski z o.o.,Heliodor,Szlaszewski,6173187048
5711,5711,Konrad Zieliński z o.o.,Konrad,Zieliński,3738951836
5712,5712,Albert Gołubski z o.o.,Albert,Gołubski,5140588875
5713,5713,,Emilian,Tessaro,
5714,5714,Łucjan Kreczmar z o.o.,Łucjan,Kreczmar,4092853566
5715,5715,Ottokar Gniadek z o.o.,Ottokar,Gniadek,8080559923
5716,5716,Zygmunt Szłapa z o.o.,Zygmunt,Szłapa,4930497420
5717,5717,,Wilhelm,Brzozowski,
5718,5718,,Bertold,Bartoszyński,
5719,5719,,Bazyli,Plesner,
5720,5720,Melchior Maresz z o.o.,Melchior,Maresz,6154656944
5721,5721,Cezary Mazurkiewicz z o.o.,Cezary,Mazurkiewicz,9973343131
5722,5722,,Norbert,Noël,
5723,5723,Euzebiusz Arczyński z o.o.,Euzebiusz,Arczyński,1479404522
5724,5724,,Paweł,Wrażej,
5725,5725,Józef Bończa-Tomaszewski z o.o.,Józef,Bończa-Tomaszewski,9690203461
5726,5726,Alojzy Mniszek z o.o.,Alojzy,Mniszek,9509093297
5727,5727,Aleksander Przeździecki z o.o.,Aleksander,Przeździecki,4197170704
5728,5728,,Jan,Niemira,
5729,5729,,Szymon,Myśliński,
5730,5730,,Emilian,Budzik,
5731,5731,Gerard Orlicz-Dreszer z o.o.,Gerard,Orlicz-Dreszer,6409420441
5732,5732,,Julian,Ślączka,
5733,5733,,Walery,Biesiekierski,
5734,5734,,Walerian,Szwojnicki,
5735,5735,,Herman,Brzeszczyński,
5736,5736,Bronisław Tumielewicz z o.o.,Bronisław,Tumielewicz,4192306611
5737,5737,,Ryszard,Dukiet,
5738,5738,,Hieronim,Piotrowicz,
5739,5739,,Modest,Ćwikliński,
5740,5740,,Kornel,Danilewicz,
5741,5741,,Dobiesław,Trepto,
5742,5742,Marcin Rodzeń z o.o.,Marcin,Rodzeń,5661806772
5743,5743,Kazimierz Benbenek z o.o.,Kazimierz,Benbenek,6334631661
5744,5744,,Fuad,Wrażej,
5745,5745,Cezary Grzechowiak z o.o.,Cezary,Grzechowiak,7202294668
5746,5746,Marceli Krajewski z o.o.,Marceli,Krajewski,8010156527
5747,5747,,Rudolf,Psarski,
5748,5748,,Lesław,Siwy,
5749,5749,Teodor Mączyński z o.o.,Teodor,Mączyński,7873682685
5750,5750,,Olgierd,Minor,
5751,5751,,Konstanty,Tarabanowicz,
5752,5752,,Hugo,Batory,
5753,5753,,Jakub,Podgurski,
5754,5754,,Kazimierz,Baczkowski,
5755,5755,,Anastazy,Wielowieyski,
5756,5756,Herman Chirowski z o.o.,Herman,Chirowski,2271443986
5757,5757,Alfons Woźniakowski z o.o.,Alfons,Woźniakowski,5312376475
5758,5758,,Szymon,Więckowski,
5759,5759,,Tytus,Błotnicki,
5760,5760,,Adolf,Solski,
5761,5761,Plato Zawadowski z o.o.,Plato,Zawadowski,6125831960
5762,5762,Feliks Lenczowski z o.o.,Feliks,Lenczowski,7107811687
5763,5763,Maria Hubicki z o.o.,Maria,Hubicki,3320204317
5764,5764,,Anastazy,Moraczewski,
5765,5765,,Lesław,Kobyrski,
5766,5766,,Bruno,Picheta,
5767,5767,Jędrzej Danilewicz z o.o.,Jędrzej,Danilewicz,9715153974
5768,5768,,August,Sokołowski,
5769,5769,,Hugo,Bogaczewicz,
5770,5770,,Bertold,Axentowicz,
5771,5771,,Emilian,Kuchar,
5772,5772,,Albert,Kopeć,
5773,5773,Apolinary Korolewicz z o.o.,Apolinary,Korolewicz,2599700765
5774,5774,,Zenon,Bilor,
5775,5775,,Stanisław,Starzecki,
5776,5776,Iwo Peretiakowicz z o.o.,Iwo,Peretiakowicz,7966173293
5777,5777,,Maksymilian,Guziorski,
5778,5778,Melchior Veltze z o.o.,Melchior,Veltze,7371354129
5779,5779,,Alfred,Wróbel,
5780,5780,,Tadeusz,Karczewski,
5781,5781,Jędrzej Szymkowiak z o.o.,Jędrzej,Szymkowiak,7634398841
5782,5782,Felicjan Biernacki z o.o.,Felicjan,Biernacki,4354471883
5783,5783,Emil Bilewski z o.o.,Emil,Bilewski,3837609700
5784,5784,,Zenon,Szymkowiak,
5785,5785,,Otton,Ciepichałł,
5786,5786,Józef Baranowski z o.o.,Józef,Baranowski,7017622889
5787,5787,,Heliodor,Weisbach,
5788,5788,Paweł Antoniak z o.o.,Paweł,Antoniak,5458292742
5789,5789,,Zygmunt,Piskor,
5790,5790,,Alojzy,Głogowski,
5791,5791,,Medard,Szafran,
5792,5792,,Stefan,Zborzil,
5793,5793,Korneliusz Bąk z o.o.,Korneliusz,Bąk,6709773351
5794,5794,,Leopold,Matz,
5795,5795,,Bolesław,Bujnicki,
5796,5796,,Mikołaj,Drozdowski,
5797,5797,,Konstanty,Kretowicz,
5798,5798,Roman Niedźwiedzki z o.o.,Roman,Niedźwiedzki,1959185019
5799,5799,Rudolf Lepszy z o.o.,Rudolf,Lepszy,5369938194
5800,5800,Mieczysław Woysym-Antoniewicz z o.o.,Mieczysław,Woysym-Antoniewicz,4618029177
5801,5801,,Michał,Bogucki,
5802,5802,,Szymon,Kanaś,
5803,5803,,Zygmunt,Sadowski,
5804,5804,Franciszek Batory z o.o.,Franciszek,Batory,3005104631
5805,5805,,Plato,Tabaczyński,
5806,5806,,Leszek,Szałowski,
5807,5807,,Bazyli,Bartczak,
5808,5808,,Aleksander,Palczyński,
5809,5809,,Hieronim,Balcewicz,
5810,5810,,Walery,Chmielewski,
5811,5811,,Gabriel,Horoch,
5812,5812,,Marek,Mochnacki,
5813,5813,,Szczęsny,Cegielski,
5814,5814,,Sylwester,Ciemnołoński,
5815,5815,Justyn Kamiński z o.o.,Justyn,Kamiński,6092018574
5816,5816,Gerard Opatowicz z o.o.,Gerard,Opatowicz,8125524206
5817,5817,,Erwin,Hecht,
5818,5818,,Fryderyk,Eysmontt,
5819,5819,Bronisław Tarchalski z o.o.,Bronisław,Tarchalski,3954536575
5820,5820,,Walery,Czyżewicz,
5821,5821,,Marcin,Więckowski,
5822,5822,,Walerian,Buchta,
5823,5823,Konrad Zwonarz z o.o.,Konrad,Zwonarz,9961080857
5824,5824,Jarosław Zwonarz z o.o.,Jarosław,Zwonarz,3821493090
5825,5825,,Gerard,Schmidt,
5826,5826,,Edmund,Cząstka,
5827,5827,,Eugeniusz,Krannerwetter,
5828,5828,Ludomił Batory z o.o.,Ludomił,Batory,7119967441
5829,5829,,Władysław,Jurecki,
5830,5830,,Henryk,Lisowski,
5831,5831,Gerard Skulski z o.o.,Gerard,Skulski,9617885020
5832,5832,,Wojciech,Kozłowski,
5833,5833,,Justyn,Cichowski,
5834,5834,,Antoni,Fedórko,
5835,5835,Alfred Piech z o.o.,Alfred,Piech,8210689400
5836,5836,Emilian Siwiec z o.o.,Emilian,Siwiec,2320541096
5837,5837,,Alfred,Skokowski,
5838,5838,,Hipolit,Stasiaczek,
5839,5839,Wiktor Maciejowicz z o.o.,Wiktor,Maciejowicz,1792051642
5840,5840,Brunon Bajoński z o.o.,Brunon,Bajoński,5111329407
5841,5841,,Herman,Wieruszewski,
5842,5842,Bernard Zdanowski z o.o.,Bernard,Zdanowski,9615763610
5843,5843,Jan Kozakiewicz z o.o.,Jan,Kozakiewicz,6807858261
5844,5844,Dobiesław Bartsch z o.o.,Dobiesław,Bartsch,8460492538
5845,5845,Leon Gawlik z o.o.,Leon,Gawlik,9043044844
5846,5846,,Albert,Krzysik,
5847,5847,Herman Maks z o.o.,Herman,Maks,1756439458
5848,5848,,Mieczysław,Godlewski,
5849,5849,Wiktor Donimirski z o.o.,Wiktor,Donimirski,8827723948
5850,5850,,Heliodor,Kosianowski,
5851,5851,,Józef,Małachowski,
5852,5852,,Gerard,Przychocki,
5853,5853,,Bazyli,Drecki,
5854,5854,,Anastazy,Alter,
5855,5855,Otton Bojarski z o.o.,Otton,Bojarski,2783294987
5856,5856,Artur Węglowski z o.o.,Artur,Węglowski,2893098080
5857,5857,Andrzej Misiurewicz z o.o.,Andrzej,Misiurewicz,2854042334
5858,5858,Edward Cycoń z o.o.,Edward,Cycoń,5703143574
5859,5859,,Jędrzej,Piotrowski,
5860,5860,,Ludomił,Supniewski,
5861,5861,Zbigniew Nowakowski z o.o.,Zbigniew,Nowakowski,9297293901
5862,5862,,Gerard,Bielowicz,
5863,5863,,Brunon,Pohorecki,
5864,5864,Ludwik Serednicki z o.o.,Ludwik,Serednicki,2049754758
5865,5865,,Sylwester,Biesiekierski,
5866,5866,,Wacław,Poniatowski,
5867,5867,Bolesław Banach z o.o.,Bolesław,Banach,9677969508
5868,5868,,Szymon,Schreyer,
5869,5869,,Romuald,Krzysik,
5870,5870,Fryderyk Krudowski z o.o.,Fryderyk,Krudowski,9502675646
5871,5871,,Edmund,Englisch,
5872,5872,Benedykt Kosianowski z o.o.,Benedykt,Kosianowski,1574375346
5873,5873,Emil Pasternak z o.o.,Emil,Pasternak,3519204659
5874,5874,,Benedykt,Maszadro,
5875,5875,,Franciszek,Demel,
5876,5876,,Karol,Kubiczek,
5877,5877,,Euzebiusz,Świnarski,
5878,5878,,Bruno,Gosławski,
5879,5879,Zbigniew Minor z o.o.,Zbigniew,Minor,7336742886
5880,5880,,Narcyz,Hempel,
5881,5881,,Józef,Korzeniowski,
5882,5882,Albert Pomazański z o.o.,Albert,Pomazański,6178503333
5883,5883,,Szymon,Dusiewicz,
5884,5884,,Artur,Siwula,
5885,5885,Alfons Topór-Wąsowski z o.o.,Alfons,Topór-Wąsowski,6049971586
5886,5886,,Heliodor,Pohoski,
5887,5887,Leonard Perkowicz z o.o.,Leonard,Perkowicz,5864011682
5888,5888,,Edward,Zbyszewski,
5889,5889,,Franciszek,Scaevola-Wieczorkiewicz,
5890,5890,,Xawery,Koskowski,
5891,5891,,Michał,Spychalski,
5892,5892,Alfons Krogulski z o.o.,Alfons,Krogulski,7281587227
5893,5893,,Ludomił,Jurecki,
5894,5894,,Wojciech,Budzianowski,
5895,5895,Teofil Kubiczek z o.o.,Teofil,Kubiczek,9461270585
5896,5896,,Stefan,Orlicz-Dreszer,
5897,5897,,Teodor,Salnicki,
5898,5898,,Tadeusz,Jarosz,
5899,5899,,Osman,Robakiewicz,
5900,5900,,Artur,Sanojca,
5901,5901,,Medard,Świtalskis,
5902,5902,,Euzebiusz,Misiąg,
5903,5903,,Gwidon,Langrod,
5904,5904,,Alojzy,Ostrowski,
5905,5905,,Andrzej,Wołowski,
5906,5906,,Osman,Lisiewicz,
5907,5907,,Zygmunt,Mrowec,
5908,5908,,Narcyz,Hordt,
5909,5909,Ludwik Piłsudski z o.o.,Ludwik,Piłsudski,5327318568
5910,5910,,Władysław,Mochnacki,
5911,5911,,Rajmund,Zwonarz,
5912,5912,Eugeniusz Zawadowski z o.o.,Eugeniusz,Zawadowski,5842557340
5913,5913,Ignacy Wład z o.o.,Ignacy,Wład,1538243601
5914,5914,Artur Ralski z o.o.,Artur,Ralski,9524580004
5915,5915,,Artur,Rachmistruk,
5916,5916,Rafał Komorowski z o.o.,Rafał,Komorowski,3523731302
5917,5917,Michał Hertel z o.o.,Michał,Hertel,6505927086
5918,5918,,Konrad,Hempel,
5919,5919,,Edward,Kołłątaj-Srzednicki,
5920,5920,,Rafał,Suszyński,
5921,5921,Zbigniew Bartkowski z o.o.,Zbigniew,Bartkowski,4020274281
5922,5922,,Euzebiusz,Krzysik,
5923,5923,,Jan,Jarzębiński,
5924,5924,,Włodzimierz,Machlowski,
5925,5925,Mikołaj Wrzosek z o.o.,Mikołaj,Wrzosek,6106691447
5926,5926,Wiesław Urban z o.o.,Wiesław,Urban,5869339142
5927,5927,,Fryderyk,Bucior,
5928,5928,Zenon Zboiński z o.o.,Zenon,Zboiński,9729053459
5929,5929,,Maria,Mierzejewski,
5930,5930,,Konstanty,Schramm,
5931,5931,Ferdynand Taczak z o.o.,Ferdynand,Taczak,8770438724
5932,5932,,Gabriel,Szamota,
5933,5933,,Erazm,Olbrycht,
5934,5934,,Maksymilian,Scheuring,
5935,5935,Emilian Schlarp z o.o.,Emilian,Schlarp,7382958715
5936,5936,,Zbigniew,Szafran,
5937,5937,,August,Gierulewicz,
5938,5938,,Paweł,Namysł,
5939,5939,,Antoni,Komarnicki,
5940,5940,Adam Woysym-Antoniewicz z o.o.,Adam,Woysym-Antoniewicz,6182524421
5941,5941,Michał Lilienfeld-Krzewski z o.o.,Michał,Lilienfeld-Krzewski,7682624501
5942,5942,Romuald Prauziński z o.o.,Romuald,Prauziński,3679177109
5943,5943,Szczęsny Wertheim z o.o.,Szczęsny,Wertheim,8614638922
5944,5944,,Bernard,Schnür-Pepłowski,
5945,5945,Kazimierz Mazur z o.o.,Kazimierz,Mazur,6279217265
5946,5946,Sergiusz Opatowicz z o.o.,Sergiusz,Opatowicz,9702655834
5947,5947,Feliks Bowbelski z o.o.,Feliks,Bowbelski,5077280308
5948,5948,Ludomił Kitlas z o.o.,Ludomił,Kitlas,9895399767
5949,5949,,Bohdan,Weisbach,
5950,5950,,Edmund,Bettmann,
5951,5951,,Albert,Strach,
5952,5952,,Karol,Schreyer,
5953,5953,,Wiesław,Żołędziowski,
5954,5954,,Jerzy,Bortnowski,
5955,5955,,Sylwester,Kołłątaj-Srzednicki,
5956,5956,Tadeusz Zahorski z o.o.,Tadeusz,Zahorski,6821205582
5957,5957,Wilhelm Ałaszejew z o.o.,Wilhelm,Ałaszejew,1639635507
5958,5958,,Zbigniew,Lipcsey-Steiner,
5959,5959,,Lesław,Grączykowski,
5960,5960,,Zbigniew,Kurka,
5961,5961,Ludomił Gosławski z o.o.,Ludomił,Gosławski,5509475182
5962,5962,,Ottokar,Bączkiewicz,
5963,5963,Modest Boerner z o.o.,Modest,Boerner,1433029792
5964,5964,,Adam,Pęczkowski,
5965,5965,,Chrystian,Znamirowski,
5966,5966,Stanisław Czyżek z o.o.,Stanisław,Czyżek,7058679741
5967,5967,,Jan,Drotlew,
5968,5968,,Plato,Rodzeń,
5969,5969,,Lucjan,Drobik,
5970,5970,,Adolf,Wajda,
5971,5971,,Benedykt,Misiąg,
5972,5972,,Zdzisław,Mielęcki,
5973,5973,Hipolit Cencek z o.o.,Hipolit,Cencek,7206157513
5974,5974,,Antoni,Czopór,
5975,5975,,Ottokar,Szłapa,
5976,5976,Olgierd Brzoza-Brzezina z o.o.,Olgierd,Brzoza-Brzezina,6089291370
5977,5977,,Marceli,Czerny,
5978,5978,,Gustaw,Stotko,
5979,5979,Jan Misiąg z o.o.,Jan,Misiąg,2976161840
5980,5980,,Sergiusz,Drapella,
5981,5981,,Sylwester,Zbyszewski,
5982,5982,,Sylwester,Lilienfeld-Krzewski,
5983,5983,Zbigniew Prugar z o.o.,Zbigniew,Prugar,6863989257
5984,5984,,Felicjan,Targowski-Tarnawa,
5985,5985,,Adolf,Matukin,
5986,5986,Fryderyk Cetnerowski z o.o.,Fryderyk,Cetnerowski,2389455652
5987,5987,Czesław Chojnowski z o.o.,Czesław,Chojnowski,1511340170
5988,5988,Emilian Banasiński z o.o.,Emilian,Banasiński,8564328413
5989,5989,,Zbigniew,Biedermann,
5990,5990,,Leopold,Suszyński,
5991,5991,Artur Baczkowski z o.o.,Artur,Baczkowski,9539861080
5992,5992,Bronisław Machnowski z o.o.,Bronisław,Machnowski,7094051695
5993,5993,,Maria,Jegliński,
5994,5994,Zygmunt Pajewski z o.o.,Zygmunt,Pajewski,8828601811
5995,5995,Tadeusz Gąsiorowski z o.o.,Tadeusz,Gąsiorowski,9598300789
5996,5996,Emil Styrczula z o.o.,Emil,Styrczula,8290571015
5997,5997,Anastazy Felsztyn z o.o.,Anastazy,Felsztyn,4303757381
5998,5998,,Maksymilian,Murdza,
5999,5999,Bronisław Jaxa-Rożen z o.o.,Bronisław,Jaxa-Rożen,6592283243
6000,6000,,Brunon,Kułakowski,
6001,6001,,Konstanty,Scheuring,
6002,6002,Stefan Świdziński z o.o.,Stefan,Świdziński,9650475900
6003,6003,,Artur,Skibiński,
6004,6004,,Herman,Wielowieyski,
6005,6005,,Melchior,Psarski,
6006,6006,,Roman,Pinkas,
6007,6007,Brunon Scazighino z o.o.,Brunon,Scazighino,6405080934
6008,6008,,Bronisław,Krzymiński,
6009,6009,,Julian,Orłowski,
6010,6010,,Ksawery,Drwota,
6011,6011,,Jakub,Gadomski,
6012,6012,,Heliodor,Solski,
6013,6013,,Emilian,Berger,
6014,6014,,Albert,Welz,
6015,6015,,Ottokar,Kozakiewicz,
