ID,MIASTO,KOD_POCZTOWY,ULICA,NR_BUDYNKU,NR_LOKALU
621,Baranówko,11-846,Pigwowa,602,
622,Baciki,22-286,Szpitalna,883,88
623,Gorzków,99-376,Daktylowa,456,
624,Adamkowo,55-768,Cedrowa,799,92
625,Krzepiszyn,75-675,Daleka,642,2
626,Lubianków,23-193,Szafirkow,988,
627,Lamkówko,37-225,Spacerowa,513,66
628,Lacka,92-322,Panoramiczna,62,
629,Bagieniec,21-512,Jeziorna,137,
630,Lubawa,59-231,Pogodna,527,
631,Barchów,58-833,Paproci,670,
632,Grabczok,45-549,Ptasia,792,
633,Bajdyty,98-221,Sanatoryjna,905,34
634,Antoniówka,24-914,Zarnowiecka,116,
635,Balbinów,49-809,Jarzebinowa,64,
636,Antonów,31-336,Swiatowida,325,68
637,Rogalik,93-995,Lniana,750,
638,Balice,73-844,Wrzosow,923,
639,Badów,20-106,Magnolii,316,
640,Bachotek,31-180,Zielone Wzgorze,960,
641,Antonielów,95-935,Sosnowa,406,91
642,Adamin,46-680,Gwiezdna,780,
643,Rogawica,96-659,Akacjowa,540,
644,Krakowice,37-596,Kupiecka,869,72
645,Bagniuki,12-465,Gwiezdna,647,
646,Rogienice,87-815,Polnocna,866,72
647,Grabarze,23-604,Nasturcji,369,
648,Krzesimowo,58-836,Poziomkowa,540,47
649,Adamki,37-156,Limbowa,680,46
650,Bachus,60-978,Magnolii,602,
651,Baliki,49-510,Krotka,677,82
652,Bagny,56-722,Jeziorna,20,71
653,Bachórzec,27-763,Jezynowa,621,
654,Krzepiszyn,13-377,Dworcowa,260,
655,Bachotek,26-327,Rubinowa,588,
656,Rogalki,81-673,Gozdzikow,382,71
657,Baniewice,96-355,Spacerowa,206,59
658,Bale,23-198,Bajkowa,410,27
659,Krzepiszyn,74-269,Prosta,790,
660,Kupno,34-953,Zakole,782,
661,Bachowice,94-427,Jeziorna,161,
662,Banica,35-678,Kalinowa,202,
663,Barcikowo,68-806,Zwyciestwa,880,46
664,Kupientyn,31-550,Tulipanow,640,29
665,Krzepielów,91-439,Zwirowa,805,33
666,Kupno,33-526,Podmiejska,622,22
667,Kranek,20-928,Poziomkowa,651,13
668,Kupna,31-547,Kra�cowa,631,99
669,Baciuty,89-128,Slowikow,82,1
670,Barcinek,23-967,Polna,750,39
671,Leszczynka,38-842,Szeroka,72,
672,Bagniewo,56-892,Deszczowa,176,0
673,Lubcz,52-863,Teczy,888,96
674,Lubenia,66-131,Opalowa,169,
675,Godziszowa,62-359,Jasna,59,
676,Lubaszcz,15-821,Strusia,82,
677,Banica,43-786,Lniana,852,
678,Leszkowice,52-431,Zeglarska,867,
679,Adamczycha,71-349,Krakowska,980,20
680,Laliny,88-348,Wierzbowa,519,41
681,Lasek,66-294,Cicha,999,
682,Antonówka,87-914,Dobra,452,58
683,Gorzów,57-175,Tychowska,515,23
684,Barcie,49-315,Promykowa,191,31
685,Kupnina,67-573,Syrenki,187,37
686,Antolin,11-769,Zyzna,625,
687,Leszkowy,77-535,Strumykowa,23,6
688,Rogalów,14-931,Sezamkowa,59,
689,Rogalino,21-240,Roz,943,
690,Godziszewy,63-251,Lniana,728,
691,Barchów,26-912,Niepodleglosci,505,2
692,Balcarzowice,22-137,Stokrotek,865,35
693,Krakowice,91-174,Czeremchowa,639,
694,Laskowizna,96-922,Promowa,115,
695,Lubczyno,50-207,Cisowa,759,
696,Antonin,27-304,Wspolna,764,27
697,Rogalinek,74-734,Truskawkowa,97,
698,Lubenia,51-548,Skowronkow,186,33
699,Lubianki,75-633,Wakacyjna,799,53
700,Antoniewice,46-451,Sportowa,171,6
701,Baniocha,12-699,Morska,336,
702,Lubejki,77-357,Niepodleglosci,964,
703,Las,88-890,Wrzosow,71,83
704,Barcie,78-306,Orzechowa,910,
705,Kupno,43-535,Swierkowa,723,51
706,Adamowo,20-588,Ptasia,651,71
707,Barcza,79-506,Szkutnicza,257,66
708,Bajdyty,47-406,Slaska,337,
709,Lanckorona,17-177,Wiazowa,691,
710,Barciszewo,39-311,Zacisze,189,
711,Antonówka,41-495,Bajkowa,507,2
712,Rogalinko,56-214,Polna,514,
713,Bagniuki,25-254,Fiolkow,571,
714,Bachórz,28-905,Bursztynowa,707,
715,Kurabka,53-684,Nasturcji,862,
716,Rogalów,78-305,Zurawinowa,230,
717,Leszczyn,40-440,Topolowa,354,58
718,Bagieniec,63-976,Skowronkow,621,
719,Krzemykowo,38-550,Blawatkow,528,32
720,Baranówko,16-704,Paproci,754,49
721,Badrzychowice,23-506,Nagietkow,362,
722,Lady,30-705,Liliowa,192,
723,Rogaszyn,64-291,Cisowa,444,95
724,Baranówka,60-802,Malinowa,638,
725,Landek,35-724,Wiatrow,587,
726,Kupientyn,17-762,Wiatrow,246,
727,Krzepczów,41-152,Bursztynowa,49,54
728,Balczewo,86-538,Szkolna,735,4
729,Godziszów,62-803,Bliska,245,
730,Lubczyno,45-587,Dworcowa,478,97
731,Gorzupia,88-416,Rumiank�w,949,82
732,Baniewice,58-921,Przyjazni,852,45
733,Gorzków,98-188,Plowce,330,87
734,Laskowo,36-376,Blawatkow,15,54
735,Leszkowice,55-876,Morska,976,
736,Bagienko,21-119,Koronkowa,618,14
737,Abramy,66-552,Bzow,246,81
738,Lady,97-486,Koronkowa,896,4
739,Barchlin,90-273,Gwiezdna,199,
740,Barcinek,86-947,Magnolii,376,
741,Balcerów,29-846,Zgoda,881,
742,Adamek,24-384,Zarnowiecka,985,67
743,Grabczok,40-396,Czeresniowa,769,
744,Antoniny,66-529,Zyzna,725,9
745,Laskowo,97-940,Wedrowna,782,61
746,Bagienko,81-394,Slowikow,864,88
747,Kuranów,25-273,Smiala ,470,28
748,Baczyna,27-233,Sadowa,71,27
749,Baliki,46-472,Lakowa,470,59
750,Rogaszyn,22-668,Teczy,284,31
751,Bachowice,42-233,Czeresniowa,543,62
752,Lacka,72-596,Zielone Wzgorze,797,80
753,Lafajetowo,91-543,Poziomkowa,826,81
754,Bachorzyn,54-296,Wiatrow,290,
755,Bagienki,55-850,Bzow,634,
756,Kupna,70-917,Jeziorna,653,
757,Bakaniuk,45-509,Panoramiczna,834,80
758,Gorzów,17-309,Morska,174,22
759,Bachury,21-151,Promowa,157,39
760,Kraków,78-323,Deszczowa,738,
761,Lubianka,80-770,Gwiezdna,235,
762,Bajerze,75-696,Torfowa,719,
763,Kupienin,30-505,Daktylowa,539,82
764,Gorzkowiczki,96-125,Ptasia,66,25
765,Baranowiec,97-534,Truskawkowa,376,
766,Lalin,24-332,Rzemieslnicza,649,20
767,Barankowo,36-198,Bajkowa,651,
768,Adamek,19-169,Jachtowa,264,70
769,Barciszewo,81-264,Bajkowa,684,
770,Bajorski,98-943,Krotka,93,
771,Lubianek,48-236,Papiernicza,21,
772,Bale,42-267,Malownicza,959,2
773,Rogatka,59-240,Pogodna,56,25
774,Bagniewko,71-429,Modrzewiowa,414,78
775,Lubenka,65-495,Swiatowida,326,
776,Adamierz,34-718,Strumykowa,16,
777,Rogalinko,81-772,Sportowa,769,45
778,Bachus,46-556,Szafirkow,672,
779,Kupinin,24-621,Tradycji,967,35
780,Laryszów,28-281,Dobra,85,
781,Laskowa,90-864,Cedrowa,497,97
782,Kraplewo,72-511,Pocztowa,672,
783,Krakówek,22-759,Krokusow,791,
784,Baczki,49-821,Prosta,21,80
785,Lubianków,78-334,Swiatowida,426,
786,Kramkowo,20-620,Nasturcji,337,
787,Kupowo,19-549,Irysow,471,
788,Lubaszowa,67-647,Tkacka,195,
789,Krakowice,58-859,Slowianska,184,50
790,Krzepin,51-196,Przepiorek,896,
791,Adamki,73-370,Wichrowa,474,10
792,Lady,23-344,Teczy,301,59
793,Leszczyniec,96-410,Solecka,891,11
794,Ladorudzek,53-437,Wierzbowa,537,
795,Krakowiany,93-648,Spoldzielcza,396,95
796,Godziszów,91-991,Zefirowa,290,
797,Bagatelka,98-100,Zurawinowa,738,2
798,Lafajetowo,84-325,Torfowa,506,93
799,Rogieniczki,68-862,Fiolkow,379,
800,Barbarka,87-947,Szmaragdowa,936,22
801,Rogatka,97-710,Kra�cowa,843,29
802,Bagniewko,76-148,Rubinowa,581,91
803,Kranów,29-988,Malinowa,601,40
804,Laskowiec,48-304,Widokowa,130,
805,Adamczycha,71-112,Zbozowa,390,
806,Langanki,29-959,Zarnowiecka,605,
807,Kurabka,51-685,Wierzbowa,539,
808,Krzeptów,59-182,Czeresniowa,528,18
809,Las,22-201,Torfowa,416,10
810,Kramnik,45-235,Ulanska,621,
811,Godziszka,20-725,Roz,942,
812,Kramsk,66-346,Slaska,413,
813,Adamki,27-973,Mahoniowa,36,46
814,Lubiaszów,39-130,Sloneczna,554,31
815,Antolka,42-904,Nagietkow,389,15
816,Bachmatówka,98-574,Jabloniowa,818,48
817,Laska,59-851,Tkacka,366,
818,Anonin,53-874,Jesionowa,172,72
819,Baranowiec,21-775,Jachtowa,878,99
820,Baranów,36-655,Topolowa,907,
821,Balin,73-465,Zakole,117,
822,Gorzuchowo,29-597,Szafranowa,607,
823,Antonie,55-959,Podmiejska,115,
824,Bagniewko,61-865,Zakole,298,73
825,Baran,83-917,Wierzbowa,392,56
826,Godziszewy,89-949,Zwyciestwa,442,
827,Krzepiszyn,58-928,Zgoda,40,43
828,Kupiatycze,84-194,Topolowa,217,
829,Kupowo,34-208,Bzow,687,
830,Lubianki,45-276,Zefirowa,148,90
831,Barchnowy,99-996,Topolowa,987,
832,Baraki,89-775,Spokojna,716,85
833,Barbarówka,57-766,Rzemieslnicza,185,57
834,Barak,48-760,Parkowa,137,56
835,Rogity,71-543,Plowce,231,40
836,Antoninów,11-986,Spokojna,56,75
837,Laliny,70-332,Sanatoryjna,319,97
838,Baranki,70-854,Zytnia,744,87
839,Banica,77-156,Magnolii,112,
840,Barciszewo,89-916,Kwiatowa,436,89
841,Bagniewko,93-166,Mahoniowa,27,59
842,Laskowizna,55-940,Ksiezycowa,728,36
843,Baranówko,86-757,Koronkowa,677,78
844,Krzeptów,59-479,Jabloniowa,60,
845,Lafajetowo,84-962,Szkutnicza,184,
846,Barankowo,98-608,Papiernicza,613,28
847,Kup,16-596,Bliska,677,71
848,achanowo,55-594,Pocztowa,430,36
849,Adamów,86-490,Wodnika,46,94
850,Lubejki,60-494,Krotka,476,
851,Leszczyniak,69-487,Gajowa,209,
852,Kup,83-967,Zarnowiecka,385,
853,Gorzkowiczki,18-780,Zbozowa,912,
854,Kramnik,85-219,Roz,756,78
855,Bachorce,66-523,Lakowa,670,49
856,Kramarzyny,44-220,Plowce,488,
857,Rogalice,47-485,Zefirowa,680,49
858,Krakuszowice,75-785,Biwakowa,179,
859,Banie,27-366,Torfowa,917,32
860,Balice,79-586,Harcerska,9,30
861,Rogalino,56-871,Sosnowa,705,26
862,Baczyn,69-188,Przyjazni,583,75
863,Lubiaszów,19-365,Jesionowa,442,
864,Bacze,41-504,Letnia,574,
865,Rogalin,83-839,Saperow,146,69
866,Baliki,20-310,Rybacka,841,37
867,Grabczok,94-105,Sosnowa,799,63
868,Leszczyna,17-230,Wakacyjna,808,18
869,Gorzyczki,45-241,Ziemowita,454,
870,Lubecko,78-635,Zielona,556,
871,Banino,16-840,Zytnia,406,69
872,Bachórzec,66-666,Opalowa,355,79
873,Bachury,25-720,Szpitalna,833,
874,Anteczków,98-400,Bzow,62,
875,Bagna,98-352,Daktylowa,337,
876,Barcikowo,27-864,Jodlowa,658,
877,Baranówek,11-211,Boczna,212,
878,Krakówek,96-597,Promykowa,815,24
879,Baldram,39-220,Akacjowa,622,24
880,Bagdad,59-906,Orlikow,579,70
881,Antoniew,52-419,Szafirkow,284,
882,Balnica,12-950,Podmiejska,940,
883,Lubiana,56-817,Truskawkowa,668,40
884,Kupienin,66-531,Ziemowita,734,4
885,Antoniewo,29-631,Teczy,859,89
886,Barchnowy,44-442,Fiolkow,392,25
887,Bagatelka,61-322,Cedrowa,749,2
888,Bachów,59-216,Wspolna,857,16
889,Antonielów,28-185,Zwirowa,204,77
890,Kramnik,85-830,Szkutnicza,720,62
891,Grabczok,65-582,Mirtowa,708,
892,Banie,25-711,Wodnika,103,91
893,Banachy,38-178,Kupiecka,276,87
894,Lubawa,87-323,Alabastrowa,771,44
895,Rogalik,41-401,Dworcowa,169,5
896,Barcino,93-573,Prosta,299,
897,Las,72-688,Mlynska,228,32
898,Lubaszowa,24-113,Saperow,110,76
899,Barcza,90-977,Koronkowa,987,6
900,Godziszów,59-980,Olchowa,448,
901,Kupienin,13-639,Przyjazni,832,
902,Barcino,31-622,Kasztanowa,9,
903,Rogalinko,34-719,Spoldzielcza,724,
904,Barany,31-379,Malownicza,31,
905,Bagniewo,25-486,Sezamkowa,354,38
906,Antomieszki,15-674,Harcerska,938,
907,Bale,19-711,Rzeczna,197,93
908,Baran,27-255,Bzow,803,95
909,Kraplewo,43-444,Plowce,536,17
910,Baniewice,23-871,Zlota,585,
911,Bachorzew,90-159,Krawiecka,383,
912,Kramnik,40-614,Brzoskwiniowa,294,38
913,Lamkowo,26-372,Biwakowa,30,41
914,Laskowizna,73-399,Mlodosci,32,
915,Baranki,46-577,Cedrowa,433,15
916,Krzepiszyn,51-384,Irysow,962,34
917,Lanckorona,37-962,Kupiecka,715,27
918,Lamkowo,58-140,Jodlowa,354,63
919,Grabce,69-519,Malownicza,646,66
920,Krapkowice,64-955,Kupiecka,426,21
921,Gorzyczany,37-134,Tkacka,273,
922,Bachmatówka,45-361,Saperow,993,
923,Lubenka,22-212,Jachtowa,705,11
924,Balków,75-629,Teczy,651,
925,Bagny,57-767,Klonowa,873,7
926,Kupowo,25-950,Szeroka,830,
927,Bagienica,56-462,Cedrowa,375,
928,Barcie,94-645,Boczna,196,25
929,Barcza,40-870,Pancerniakow,837,
930,Bachmatówka,92-774,Krokusow,782,60
931,Leszczynka,36-392,Pocztowa,212,18
932,Krzepiszyn,82-356,Przyjazni,479,79
933,Laski,36-633,Morska,217,87
934,Baczków,53-110,Szafirkow,825,91
935,Kupna,20-840,Zgoda,568,
936,Leszczynek,40-912,Slonecznikow,200,
937,Rogaszyn,54-838,Wisniowa,875,
938,Laliny,92-321,Gozdzikow,487,
939,Barany,62-397,Sportowa,665,
940,Adamówek,74-803,Jabloniowa,170,
941,Lubejki,43-695,Gęsia,692,73
942,Godziszewo,32-740,Zielone Wzgorze,485,33
943,Balnica,14-440,Golebia,730,
944,Abramy,59-561,Grodzka,513,59
945,Krzepiszyn,30-327,Rozana,160,
946,Barcin,29-934,Kupiecka,392,65
947,Rogazy,14-316,Spokojna,877,
948,Kraków,18-591,Klonowa,686,99
949,Kupientyn,57-726,Gajowa,983,7
950,Adamowa,11-521,Przepiorek,657,
951,Leszkowy,59-133,Wiazowa,679,
952,Bañkowszczyzna,36-473,Sloneczna,744,98
953,Lubcz,70-555,Daleka,863,91
954,Grabianka,39-703,Nasturcji,353,96
955,Krzepczów,22-536,Brzozowa,823,
956,Kupce,98-620,Gwiezdna,151,25
957,Bachury,45-260,Tychowska,857,
958,Rogieniczki,38-668,Torfowa,957,14
959,Barak,12-866,Gęsia,516,
960,Bacze,66-261,Roz,752,
961,Kurabka,53-349,Zurawinowa,459,
962,Lubczyno,26-682,Szpitalna,922,52
963,Lubenia,72-789,Zakole,519,63
964,Bagatele,36-773,Sadowa,766,76
965,Adamki,57-184,Wedrowna,216,73
966,Rogierówko,94-731,Panoramiczna,220,39
967,Rogieniczki,71-256,Szyprow,471,
968,Lubianek,11-478,Projektantow,960,35
969,Badulki,74-206,Rumiank�w,336,89
970,Leszczyniec,83-213,Stokrotek,694,38
971,Lubatówka,94-313,Slaska,723,12
972,Kupce,99-979,Zbozowa,985,23
973,Krzesimowo,59-563,Diamentowa,191,
974,Lubecko,83-956,Rumiank�w,211,
975,Bajdy,81-646,Sarzynska,835,97
976,Bagnica,90-910,Swiatowida,37,27
977,Gorzyca,14-564,Sprezarkowa,82,73
978,Baciki,53-857,Irysow,268,53
979,Adamowizna,14-686,Wspolna,236,
980,Leszczyn,89-574,Czeremchowa,551,46
981,Rogalino,54-704,Teczy,201,17
982,Kupimierz,77-821,Nagietkow,423,77
983,Antonów,59-599,Plowce,341,
984,Baranowiec,90-575,Zeglarska,881,20
985,Luberadz,51-819,Ziemowita,439,
986,Adamki,89-509,Wiatrow,803,63
987,Las,85-660,Sezamkowa,816,
988,Krakówek,28-703,Smiala ,50,
989,Bagicz,15-587,Zgoda,850,
990,Leszczyna,91-795,Pszeniczna,991,24
991,Banaszki,19-998,Zielona,260,44
992,Gorzykowo,98-772,Strusia,750,13
993,Lubcz,99-332,Wesola,193,99
994,Badów,22-935,Zlotych Klosow,952,
995,Antoninów,41-506,Malownicza,464,
996,Gorzuchy,59-686,Widokowa,914,
997,Adamkowo,91-817,Zwyciestwa,16,24
998,Banica,63-178,Wesola,120,79
999,Baciki,68-999,Zlota,828,67
1000,Barchaczów,82-790,Polna,286,20
1001,Leszkowy,54-395,Irysow,808,
1002,Baniocha,31-958,Sosnowa,50,55
1003,Bandysie,66-399,Promowa,172,
1004,Badulki,31-966,Zyzna,790,
1005,Laliny,16-177,Szpitalna,638,
1006,Lasaki,89-873,Szeroka,789,39
1007,Baczyn,59-334,Wiklinowa,109,6
1008,Barciany,20-170,Szafranowa,77,5
1009,Antonie,98-723,Bliska,916,
1010,Rogi,83-581,Tradycji,300,
1011,Badulki,16-748,Magnolii,692,
1012,Grabianka,30-765,Nasturcji,799,
1013,Lamk,91-755,Polnocna,248,13
1014,Leszczyny,47-731,Tkacka,542,2
1015,Kupna,65-290,Zakole,862,
1016,Laliny,74-735,Kwiatowa,97,
1017,Leszczynek,39-499,Lesna,906,25
1018,Banie,72-427,Jeziorna,488,28
1019,Banaszki,11-349,Letnia,925,54
1020,Adamin,50-290,Zakole,921,
1021,Kupientyn,67-428,Zorzy,29,
1022,Kranek,37-695,Rozana,434,
1023,Barcikowo,53-791,Liliowa,253,
1024,Lubecko,66-617,Gerberowa,39,74
1025,Baniewice,28-296,Promykowa,830,
1026,Godziszewo,35-803,Torfowa,921,
1027,Lubejki,70-914,Modrzewiowa,352,
1028,Adamówek,13-564,Wakacyjna,956,
1029,Bachury,75-389,Wiazowa,630,
1030,Lalkowy,71-776,Golebia,604,84
1031,Laseczno,71-938,Limbowa,506,0
1032,Bagienki,15-121,Mlynska,417,
1033,Grabianowo,30-433,Alabastrowa,404,72
1034,Krakulice,28-216,Polnocna,88,87
1035,Rogalów,34-109,Azaliowa,63,92
1036,Rogierówko,48-108,Letnia,224,1
1037,Bagniewo,89-436,Koronkowa,949,29
1038,Bachotek,99-302,Bzow,1,
1039,Barchnowy,16-780,Zorzy,425,92
1040,Leszczyna,77-543,Debowa,358,
1041,Gorzów,39-266,Sezamkowa,871,
1042,Lubczyna,36-872,Jezynowa,567,75
1043,Baczyna,38-661,Nasturcji,236,21
1044,Krzepocinek,44-604,Topolowa,789,
1045,Kupnina,38-317,Slaska,302,
1046,Laryszów,41-335,Ptasia,74,53
1047,Kramarka,65-694,Zefirowa,50,
1048,Leszkiemie,33-273,Wrzosow,697,99
1049,Krzepocin,22-670,Krakowska,426,88
1050,Lasanka,13-698,Golebia,435,85
1051,Adampol,55-313,Modrzewiowa,388,40
1052,Landek,38-951,Golebia,32,
1053,Abramów,95-511,Sliwkowa,370,
1054,Bagienko,72-382,Klonowa,540,
1055,Kupienin,94-545,Przepiorek,431,
1056,Krapkowice,94-262,Podmiejska,883,88
1057,Rogieniczki,68-250,Polnocna,822,60
1058,Ladzin,68-604,Zielona,537,61
1059,Bagno,22-581,Azaliowa,827,
1060,Gorzykowo,40-334,Rybacka,723,56
1061,Lamkówko,36-400,Zielona,204,63
1062,Barbarówka,56-623,Wakacyjna,140,31
1063,Laliki,20-611,Wspolna,938,24
1064,Adamowizna,93-484,Mlodosci,837,4
1065,Lubaty,96-932,Swiatowida,414,
1066,Barcza,75-108,Szafranowa,278,
1067,Kupiatycze,85-166,Strumykowa,193,98
1068,Leszkiemie,73-957,Rubinowa,977,
1069,Bachórz,72-702,Pancerniakow,466,0
1070,Rogalinek,48-691,Rumiank�w,7,14
1071,Balcerów,50-207,Cedrowa,7,
1072,Anonin,80-137,Glogowa,734,82
1073,Bachorze,91-707,Cicha,481,
1074,Gorzów,66-888,Jabloniowa,187,64
1075,Bachury,56-971,Rubinowa,614,
1076,Bagienko,27-182,Szpitalna,912,47
1077,Bañska,75-300,Skowronkow,524,17
1078,Bachórzec,89-345,Dobra,102,97
1079,Barchnowy,88-845,Truskawkowa,133,
1080,Rogaszyn,85-648,Gwiezdna,525,
1081,Barciszewo,78-593,Zalesie,545,99
1082,Adamowizna,23-355,Krawiecka,455,
1083,Barcino,22-927,Opalowa,320,43
1084,Bajerze,26-491,Pancerniakow,751,
1085,Rogawka,23-953,Wisniowa,755,
1086,Balinka,64-328,Irysow,872,
1087,Landzmierz,93-766,Zbozowa,900,
1088,Adamówka,66-743,Fiolkow,320,2
1089,Kupimierz,51-475,Gajowa,349,
1090,Kupce,57-201,Nadbrzezna,426,35
1091,Rogalice,42-635,Liliowa,187,73
1092,Gorzkowiczki,25-829,Zarnowiecka,784,29
1093,Bania,78-243,Przyjazni,772,
1094,Kurabka,63-262,Zlota,371,80
1095,Krzemykowo,67-947,Szkolna,534,87
1096,Krapkowice,60-111,Golebia,245,
1097,Kupiatycze,82-107,Spoldzielcza,830,
1098,Antonów,76-743,Gajowa,175,
1099,Kraplewo,18-632,Szafranowa,771,99
1100,Lubcz,70-604,Sloneczna,283,54
1101,Lanckorona,76-854,Szeroka,668,
1102,Bagatelka,90-167,Rybacka,963,
1103,Barbarka,96-133,Alabastrowa,166,
1104,Kranów,31-354,Pancerniakow,744,
1105,Bañska,29-900,Kalinowa,316,
1106,Krzepiszyn,15-184,Jachtowa,605,
1107,Rogatka,85-756,Solecka,982,38
1108,Lamkówko,75-784,Spacerowa,66,66
1109,Adamowa,25-130,Malinowa,476,65
1110,Kramkowo,86-308,Swierkowa,453,
1111,Laskowizna,32-473,Pocztowa,177,6
1112,Rogienice,12-233,Ziemowita,289,
1113,Bajory,17-735,Zorzy,907,
1114,Bachmatówka,20-415,Strumykowa,907,
1115,Krzepczów,78-941,Stoczniowcow,346,
1116,Lubaszowa,59-785,Gęsia,433,
1117,Lakiele,55-498,Dobra,255,
1118,Rogalin,89-794,Wodnika,308,22
1119,Rogazy,26-796,Wiklinowa,634,
1120,Antoniewice,13-273,Zyzna,192,89
1121,Banino,86-655,Zorzy,557,
1122,Krakowice,23-836,Szkolna,462,
1123,Godziszewy,84-342,Cisowa,526,
1124,Balcerów,78-138,Lniana,612,86
1125,Bachorze,31-351,Spokojna,116,
1126,Kuplisk,65-556,Ptasia,696,91
1127,Rogieniczki,28-186,Makow,727,
1128,Kurabka,88-689,Hebanowa,976,
1129,Bagny,93-296,Gwiezdna,610,44
1130,Ladzin,58-159,Pigwowa,154,
1131,Baczki,35-501,Zurawia,429,75
1132,Laskowiec,91-394,Przepiorek,889,49
1133,Lubczyno,41-587,Sosnowa,923,20
1134,Lubejki,20-513,Modrzewiowa,926,
1135,Ladorudzek,98-327,Przyjazni,797,90
1136,Lubianek,91-807,Torfowa,202,30
1137,Lubianek,18-156,Kwiatowa,470,
1138,Antolka,57-572,Sloneczna,319,
1139,Laliny,91-178,Tradycji,719,
1140,Leszkowy,63-596,Tradycji,138,44
1141,Kuplisk,29-182,Wisniowa,285,
1142,Bagna,21-876,Spoldzielcza,932,56
1143,Krzeptów,74-317,Wiklinowa,133,
1144,Luberadzyk,70-929,Orlikow,323,
1145,Leszkowy,93-688,Promowa,870,55
1146,Bachorza,68-942,Cisowa,769,71
1147,Bañkowszczyzna,67-325,Sarzynska,41,
1148,Baranówko,26-201,Wiazowa,476,21
1149,Baranówek,99-802,Poziomkowa,249,77
1150,Rogalki,35-216,Szafranowa,819,
1151,Bañkowszczyzna,36-607,Tychowska,793,
1152,Lubaty,57-746,Leszczynowa,74,86
1153,Adamowice,15-402,Zakole,414,46
1154,Antonielów,39-246,Parkowa,216,
1155,Bagdad,31-248,Nadbrzezna,429,
1156,Antoniewko,86-581,Wiklinowa,934,
1157,Bale,38-373,Zielone Wzgorze,730,
1158,Leszczyniec,92-529,Nadbrzezna,715,23
1159,Laskownica,21-539,Tkacka,504,45
1160,Kuplisk,11-943,Rumiank�w,852,
1161,Lubecko,55-458,Biwakowa,665,
1162,Bagnica,16-474,Jarzebinowa,804,44
1163,Lubianek,88-505,Mahoniowa,585,46
1164,achanowo,84-705,Koronkowa,488,77
1165,Bagatela,45-169,Biwakowa,733,62
1166,Antoniewice,56-231,Glogowa,169,24
1167,Rogaszyn,41-176,Mlynska,785,10
1168,Rogienice,63-663,Zlotych Klosow,179,
1169,Antoniewo,74-391,Panoramiczna,329,
1170,Kupce,58-742,Magnolii,51,98
1171,Baczyna,81-334,Wichrowa,273,
1172,Baciki,10-126,Niezapominajek,344,82
1173,Barcice,98-676,Promykowa,714,
1174,Barciszewo,96-152,Gwiezdna,160,81
1175,Kup,60-759,Jasna,475,
1176,Bagrowo,42-541,Niezapominajek,115,98
1177,Barbarka,83-601,Krakowska,53,
1178,Barbarówka,85-644,Diamentowa,92,
1179,Bachów,76-271,Mirtowa,202,20
1180,Bagniewko,73-328,Tatarakow,388,1
1181,Antonowo,20-352,Spokojna,792,
1182,Badów,53-646,Lniana,387,
1183,Abramowice,36-724,Rzemieslnicza,302,
1184,Baligród,59-260,Tradycji,615,
1185,Baczki,65-299,Jesionowa,806,
1186,Kupnina,55-480,Glogowa,992,75
1187,Lubczyno,83-680,Swierkowa,246,79
1188,Banaszki,59-971,Makow,896,
1189,Antonina,30-548,Sadowa,371,94
1190,Antoniewo,94-575,Rybacka,848,
1191,Rogalów,81-565,Fiolkow,212,25
1192,Kramarzewo,56-635,Rzeczna,23,86
1193,Antoniewice,43-170,Ksiezycowa,205,
1194,Baliki,67-403,Sloneczna,836,
1195,Lamkówko,58-312,Przyjazni,493,56
1196,Balcarzowice,79-863,Panoramiczna,334,36
1197,Balcarzowice,46-215,Kra�cowa,784,83
1198,Kupienin,44-786,Blekitna,302,52
1199,Krzemykowo,42-265,Brzozowa,564,1
1200,Antonie,66-563,Opalowa,954,20
1201,Ladeniska,67-821,Sprezarkowa,763,
1202,Lubawa,63-353,Polnocna,872,
1203,Ladeniska,21-736,Pancerniakow,743,54
1204,Lubiana,21-358,Jodlowa,892,
1205,Grabczok,86-600,Daleka,510,35
1206,Gorzyca,68-705,Promowa,31,
1207,Rogalinek,84-410,Tkacka,551,49
1208,Bachury,16-827,Daktylowa,979,
1209,Antoniki,48-468,Szafirkow,306,30
1210,Barcice,36-542,Strumykowa,794,21
1211,Lubatka,62-209,Krotka,786,
1212,Kupna,84-674,Sanatoryjna,225,68
1213,Kup,76-312,Jesionowa,746,28
1214,Laliki,62-606,Pocztowa,599,
1215,Grabce,82-670,Gajowa,38,32
1216,Grabianka,61-253,Klonowa,254,92
1217,Abramy,73-132,Slonecznikow,114,
1218,Leszczyna,53-233,Rybacka,786,74
1219,Leszkiemie,51-427,Sloneczna,866,89
1220,Balików,75-198,Zarnowiecka,940,
1221,Baczków,44-870,Strusia,673,54
1222,Lubecko,76-976,Parkowa,787,
1223,Godziszewo,37-196,Gajowa,61,
1224,Bandysie,65-512,Wodnika,870,
1225,Gorzycko,48-193,Podmiejska,498,78
1226,Bajerze,35-288,Szkutnicza,352,49
1227,Kramnik,67-550,Akacjowa,676,
1228,Bañkowszczyzna,62-669,Wakacyjna,748,
1229,Bajory,10-271,Slonecznikow,994,
1230,Bandrów,89-887,Jasminowa,556,42
1231,Balbinów,31-381,Krokusow,434,
1232,Bachus,69-273,Ziemowita,74,34
1233,Luberadzyk,49-507,Zlotych Klosow,581,96
